config,seed,module,metric,value
C_2fail,0,GridScenario.rsu[4].appl,TIMING_max_ms,148.963
C_2fail,0,GridScenario.rsu[4].appl,TIMING_min_ms,0.112083
C_2fail,0,GridScenario.rsu[4].appl,GT_network_waiting,25092
C_2fail,0,GridScenario.rsu[4].appl,L0_replay_rejections,0
C_2fail,0,GridScenario.rsu[4].appl,L0_auth_rejections,0
C_2fail,0,GridScenario.rsu[4].appl,L1B_max_drift_observed,13.9
C_2fail,0,GridScenario.rsu[4].appl,L1B_avg_drift_observed,4.3605068995773
C_2fail,0,GridScenario.rsu[4].appl,L1B_drift_rejections,0
C_2fail,0,GridScenario.rsu[4].appl,L1C_max_xcheck_gap,2
C_2fail,0,GridScenario.rsu[4].appl,L1C_avg_xcheck_gap,0.2
C_2fail,0,GridScenario.rsu[4].appl,L1C_xcheck_rejections,0
C_2fail,0,GridScenario.rsu[4].appl,L4_dest_from_v2x,390
C_2fail,0,GridScenario.rsu[4].appl,L4_dest_inside_skipped,202
C_2fail,0,GridScenario.rsu[4].appl,L4_dest_fallback,100
C_2fail,0,GridScenario.rsu[4].appl,GT_waiting_seconds,8769
C_2fail,0,GridScenario.rsu[4].appl,REAL_wait_seconds,92520
C_2fail,0,GridScenario.rsu[4].appl,REAL_distance,6503130.2202441
C_2fail,0,GridScenario.rsu[4].appl,L1A_total_measurements,200
C_2fail,0,GridScenario.rsu[4].appl,L1A_max_queue,104
C_2fail,0,GridScenario.rsu[4].appl,L1A_avg_queue_length,43.845
C_2fail,0,GridScenario.rsu[4].appl,L1A_avg_pressure,44.7
C_2fail,0,GridScenario.rsu[4].appl,L1B_valid_rate_percent,100
C_2fail,0,GridScenario.rsu[4].appl,VEH_total_waiting_seconds,8769
C_2fail,0,GridScenario.rsu[4].appl,L1B_byzantine_detections,0
C_2fail,0,GridScenario.rsu[4].appl,L2_decisions,200
C_2fail,0,GridScenario.rsu[4].appl,L2_avg_green_time,36.14
C_2fail,0,GridScenario.rsu[4].appl,L2_state_light,18
C_2fail,0,GridScenario.rsu[4].appl,L2_state_moderate,37
C_2fail,0,GridScenario.rsu[4].appl,L2_state_heavy,21
C_2fail,0,GridScenario.rsu[4].appl,L2_state_congested,124
C_2fail,0,GridScenario.rsu[4].appl,L3_voting_rounds,200
C_2fail,0,GridScenario.rsu[4].appl,L2_light_actuations,17
C_2fail,0,GridScenario.rsu[4].appl,L3_votes_collected,462
C_2fail,0,GridScenario.rsu[4].appl,L3_avg_voted_green,33.245
C_2fail,0,GridScenario.rsu[4].appl,L4_reroute_commands_sent,288
C_2fail,0,GridScenario.rsu[4].appl,L4_vehicles_rerouted,288
C_2fail,0,GridScenario.rsu[4].appl,L4_greedy_evaluations,576
C_2fail,0,GridScenario.rsu[4].appl,L4_actuations,12365
C_2fail,0,GridScenario.rsu[4].appl,L4_avg_greedy_score,9.9604629139327
C_2fail,0,GridScenario.rsu[4].appl,L4_candidates_used,2
C_2fail,0,GridScenario.rsu[4].appl,L4_distribution_max_share,0.51041666666667
C_2fail,0,GridScenario.rsu[4].appl,L6_quality_level,80
C_2fail,0,GridScenario.rsu[4].appl,L6_degradation_activations,1
C_2fail,0,GridScenario.rsu[4].appl,L6_speed_guidance_kmh,90
C_2fail,0,GridScenario.rsu[4].appl,L6_coordination_mode,0
C_2fail,0,GridScenario.rsu[4].appl,L5_i_am_failed,0
C_2fail,0,GridScenario.rsu[4].appl,L5_neighbors_tracked,3
C_2fail,0,GridScenario.rsu[4].appl,L5_failures_detected,1
C_2fail,0,GridScenario.rsu[4].appl,L5_false_alarm_recoveries,0
C_2fail,0,GridScenario.rsu[4].appl,L5_first_detection_time,63
C_2fail,0,GridScenario.rsu[4].appl,L5_pressure_spikes,13
C_2fail,0,GridScenario.rsu[4].appl,generatedWSMs,0
C_2fail,0,GridScenario.rsu[4].appl,receivedWSMs,0
C_2fail,0,GridScenario.rsu[4].appl,generatedBSMs,200
C_2fail,0,GridScenario.rsu[4].appl,receivedBSMs,35909
C_2fail,0,GridScenario.rsu[4].appl,generatedWSAs,0
C_2fail,0,GridScenario.rsu[4].appl,receivedWSAs,0
C_2fail,0,GridScenario.rsu[4].nic.phy80211p,busyTime,0.02843516000002
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,ReceivedUnicastPackets,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,ReceivedBroadcasts,35909
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,SentPackets,200
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,SentAcknowledgements,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,RetriesExceeded,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,SNIRLostPackets,18774
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,RXTXLostPackets,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,TotalLostPackets,18774
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,DroppedPacketsInMac,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,TooLittleTime,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,TimesIntoBackoff,200
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,SlotsBackoff,293
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,NumInternalContention,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,totalBusyTime,5.695656
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,retriesExceeded:count,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,sentAcks:count,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,sentPackets:count,200
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,collisions:count,0
C_2fail,0,GridScenario.rsu[4].nic.mac1609_4,channelBusy:timeavg,0.02847828000002
C_2fail,1,GridScenario.rsu[0].appl,L3_bias_avg_shift_seconds,2.9322033898305
C_2fail,1,GridScenario.rsu[0].appl,TIMING_avg_ms,0.13483616949153
C_2fail,1,GridScenario.rsu[0].appl,TIMING_max_ms,0.513916
C_2fail,1,GridScenario.rsu[0].appl,TIMING_min_ms,0.085583
C_2fail,1,GridScenario.rsu[0].appl,GT_network_waiting,24630
C_2fail,1,GridScenario.rsu[0].appl,L0_replay_rejections,0
C_2fail,1,GridScenario.rsu[0].appl,L0_auth_rejections,0
C_2fail,1,GridScenario.rsu[0].appl,L1B_max_drift_observed,11
C_2fail,1,GridScenario.rsu[0].appl,L1B_avg_drift_observed,3.1080801860974
C_2fail,1,GridScenario.rsu[0].appl,L1B_drift_rejections,0
C_2fail,1,GridScenario.rsu[0].appl,L1C_max_xcheck_gap,0
C_2fail,1,GridScenario.rsu[0].appl,L1C_avg_xcheck_gap,0
C_2fail,1,GridScenario.rsu[0].appl,L1C_xcheck_rejections,0
C_2fail,1,GridScenario.rsu[0].appl,L4_dest_from_v2x,0
C_2fail,1,GridScenario.rsu[0].appl,L4_dest_inside_skipped,0
C_2fail,1,GridScenario.rsu[0].appl,L4_dest_fallback,0
C_2fail,1,GridScenario.rsu[0].appl,GT_waiting_seconds,9676
C_2fail,1,GridScenario.rsu[0].appl,REAL_wait_seconds,96178
C_2fail,1,GridScenario.rsu[0].appl,REAL_distance,7211991.2847591
C_2fail,1,GridScenario.rsu[0].appl,L1A_total_measurements,59
C_2fail,1,GridScenario.rsu[0].appl,L1A_max_queue,23
C_2fail,1,GridScenario.rsu[0].appl,L1A_avg_queue_length,8.8813559322034
C_2fail,1,GridScenario.rsu[0].appl,L1A_avg_pressure,10
C_2fail,1,GridScenario.rsu[0].appl,L1B_valid_rate_percent,100
C_2fail,1,GridScenario.rsu[0].appl,VEH_total_waiting_seconds,524
C_2fail,1,GridScenario.rsu[0].appl,L1B_byzantine_detections,0
C_2fail,1,GridScenario.rsu[0].appl,L2_decisions,59
C_2fail,1,GridScenario.rsu[0].appl,L2_avg_green_time,30
C_2fail,1,GridScenario.rsu[0].appl,L2_state_light,15
C_2fail,1,GridScenario.rsu[0].appl,L2_state_moderate,25
C_2fail,1,GridScenario.rsu[0].appl,L2_state_heavy,19
C_2fail,1,GridScenario.rsu[0].appl,L2_state_congested,0
C_2fail,1,GridScenario.rsu[0].appl,L3_voting_rounds,59
C_2fail,1,GridScenario.rsu[0].appl,L2_light_actuations,3
C_2fail,1,GridScenario.rsu[0].appl,L3_votes_collected,236
C_2fail,1,GridScenario.rsu[0].appl,L3_avg_voted_green,28.118644067797
C_2fail,1,GridScenario.rsu[0].appl,L4_reroute_commands_sent,0
C_2fail,1,GridScenario.rsu[0].appl,L4_vehicles_rerouted,0
C_2fail,1,GridScenario.rsu[0].appl,L4_greedy_evaluations,0
C_2fail,1,GridScenario.rsu[0].appl,L4_actuations,0
C_2fail,1,GridScenario.rsu[0].appl,L4_candidates_used,0
C_2fail,1,GridScenario.rsu[0].appl,L6_quality_level,100
C_2fail,1,GridScenario.rsu[0].appl,L6_degradation_activations,0
C_2fail,1,GridScenario.rsu[0].appl,L6_speed_guidance_kmh,100
C_2fail,1,GridScenario.rsu[0].appl,L6_coordination_mode,0
C_2fail,1,GridScenario.rsu[0].appl,L5_i_am_failed,1
C_2fail,1,GridScenario.rsu[0].appl,L5_neighbors_tracked,4
C_2fail,1,GridScenario.rsu[0].appl,L5_failures_detected,0
C_2fail,1,GridScenario.rsu[0].appl,L5_false_alarm_recoveries,0
C_2fail,1,GridScenario.rsu[0].appl,L5_first_detection_time,-1
C_2fail,1,GridScenario.rsu[0].appl,L5_pressure_spikes,7
C_2fail,1,GridScenario.rsu[0].appl,generatedWSMs,0
C_2fail,1,GridScenario.rsu[0].appl,receivedWSMs,0
C_2fail,1,GridScenario.rsu[0].appl,generatedBSMs,60
C_2fail,1,GridScenario.rsu[0].appl,receivedBSMs,49218
C_2fail,1,GridScenario.rsu[0].appl,generatedWSAs,0
C_2fail,1,GridScenario.rsu[0].appl,receivedWSAs,0
C_2fail,1,GridScenario.rsu[0].nic.phy80211p,busyTime,0.028151240000019
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,ReceivedBroadcasts,49218
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,SentPackets,60
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,SentAcknowledgements,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,RetriesExceeded,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,SNIRLostPackets,4919
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,RXTXLostPackets,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,TotalLostPackets,4919
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,DroppedPacketsInMac,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,TooLittleTime,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,TimesIntoBackoff,60
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,SlotsBackoff,94
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,NumInternalContention,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,totalBusyTime,5.626564
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,retriesExceeded:count,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,sentAcks:count,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,sentPackets:count,60
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,collisions:count,0
C_2fail,1,GridScenario.rsu[0].nic.mac1609_4,channelBusy:timeavg,0.028132820000019
C_2fail,1,GridScenario.rsu[1].appl,L3_bias_avg_shift_seconds,1
C_2fail,1,GridScenario.rsu[1].appl,TIMING_avg_ms,3.4851407478992
C_2fail,1,GridScenario.rsu[1].appl,TIMING_max_ms,111.799166
C_2fail,1,GridScenario.rsu[1].appl,TIMING_min_ms,0.114708
C_2fail,1,GridScenario.rsu[1].appl,GT_network_waiting,24630
C_2fail,1,GridScenario.rsu[1].appl,L0_replay_rejections,0
C_2fail,1,GridScenario.rsu[1].appl,L0_auth_rejections,0
C_2fail,1,GridScenario.rsu[1].appl,L1B_max_drift_observed,14.6
C_2fail,1,GridScenario.rsu[1].appl,L1B_avg_drift_observed,4.5819377185903
C_2fail,1,GridScenario.rsu[1].appl,L1B_drift_rejections,0
C_2fail,1,GridScenario.rsu[1].appl,L1C_max_xcheck_gap,0
C_2fail,1,GridScenario.rsu[1].appl,L1C_avg_xcheck_gap,0
C_2fail,1,GridScenario.rsu[1].appl,L1C_xcheck_rejections,0
C_2fail,1,GridScenario.rsu[1].appl,L4_dest_from_v2x,195
C_2fail,1,GridScenario.rsu[1].appl,L4_dest_inside_skipped,99
C_2fail,1,GridScenario.rsu[1].appl,L4_dest_fallback,64
C_2fail,1,GridScenario.rsu[1].appl,GT_waiting_seconds,7747
C_2fail,1,GridScenario.rsu[1].appl,REAL_wait_seconds,71009
C_2fail,1,GridScenario.rsu[1].appl,REAL_distance,6279219.713524
C_2fail,1,GridScenario.rsu[1].appl,L1A_total_measurements,119
C_2fail,1,GridScenario.rsu[1].appl,L1A_max_queue,59
C_2fail,1,GridScenario.rsu[1].appl,L1A_avg_queue_length,24.142857142857
C_2fail,1,GridScenario.rsu[1].appl,L1A_avg_pressure,25.117647058824
C_2fail,1,GridScenario.rsu[1].appl,L1B_valid_rate_percent,100
C_2fail,1,GridScenario.rsu[1].appl,VEH_total_waiting_seconds,2873
C_2fail,1,GridScenario.rsu[1].appl,L1B_byzantine_detections,0
C_2fail,1,GridScenario.rsu[1].appl,L2_decisions,119
C_2fail,1,GridScenario.rsu[1].appl,L2_avg_green_time,34.394957983193
C_2fail,1,GridScenario.rsu[1].appl,L2_state_light,15
C_2fail,1,GridScenario.rsu[1].appl,L2_state_moderate,35
C_2fail,1,GridScenario.rsu[1].appl,L2_state_heavy,18
C_2fail,1,GridScenario.rsu[1].appl,L2_state_congested,51
C_2fail,1,GridScenario.rsu[1].appl,L3_voting_rounds,119
C_2fail,1,GridScenario.rsu[1].appl,L2_light_actuations,8
C_2fail,1,GridScenario.rsu[1].appl,L3_votes_collected,300
C_2fail,1,GridScenario.rsu[1].appl,L3_avg_voted_green,34.571428571429
C_2fail,1,GridScenario.rsu[1].appl,L4_reroute_commands_sent,160
C_2fail,1,GridScenario.rsu[1].appl,L4_vehicles_rerouted,160
C_2fail,1,GridScenario.rsu[1].appl,L4_greedy_evaluations,320
C_2fail,1,GridScenario.rsu[1].appl,L4_actuations,5946
C_2fail,1,GridScenario.rsu[1].appl,L4_avg_greedy_score,8.5818203416837
C_2fail,1,GridScenario.rsu[1].appl,L4_candidates_used,2
C_2fail,1,GridScenario.rsu[1].appl,L4_distribution_max_share,0.51875
C_2fail,1,GridScenario.rsu[1].appl,L6_quality_level,80
C_2fail,1,GridScenario.rsu[1].appl,L6_degradation_activations,1
C_2fail,1,GridScenario.rsu[1].appl,L6_speed_guidance_kmh,90
C_2fail,1,GridScenario.rsu[1].appl,L6_coordination_mode,0
C_2fail,1,GridScenario.rsu[1].appl,L5_i_am_failed,1
C_2fail,1,GridScenario.rsu[1].appl,L5_neighbors_tracked,3
C_2fail,1,GridScenario.rsu[1].appl,L5_failures_detected,1
C_2fail,1,GridScenario.rsu[1].appl,L5_false_alarm_recoveries,0
C_2fail,1,GridScenario.rsu[1].appl,L5_first_detection_time,63
C_2fail,1,GridScenario.rsu[1].appl,L5_pressure_spikes,7
C_2fail,1,GridScenario.rsu[1].appl,generatedWSMs,0
C_2fail,1,GridScenario.rsu[1].appl,receivedWSMs,0
C_2fail,1,GridScenario.rsu[1].appl,generatedBSMs,120
C_2fail,1,GridScenario.rsu[1].appl,receivedBSMs,35465
C_2fail,1,GridScenario.rsu[1].appl,generatedWSAs,0
C_2fail,1,GridScenario.rsu[1].appl,receivedWSAs,0
C_2fail,1,GridScenario.rsu[1].nic.phy80211p,busyTime,0.028120040000019
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,35465
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,SentPackets,120
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,RetriesExceeded,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,18612
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,RXTXLostPackets,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,TotalLostPackets,18612
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,DroppedPacketsInMac,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,TooLittleTime,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,120
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,SlotsBackoff,185
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,NumInternalContention,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,totalBusyTime,5.626624
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,retriesExceeded:count,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,sentAcks:count,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,sentPackets:count,120
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,collisions:count,0
C_2fail,1,GridScenario.rsu[1].nic.mac1609_4,channelBusy:timeavg,0.028133120000019
C_2fail,1,GridScenario.rsu[2].appl,L3_bias_avg_shift_seconds,4.71
C_2fail,1,GridScenario.rsu[2].appl,TIMING_avg_ms,4.947757445
C_2fail,1,GridScenario.rsu[2].appl,TIMING_max_ms,127.773083
C_2fail,1,GridScenario.rsu[2].appl,TIMING_min_ms,0.083666
C_2fail,1,GridScenario.rsu[2].appl,GT_network_waiting,24630
C_2fail,1,GridScenario.rsu[2].appl,L0_replay_rejections,0
C_2fail,1,GridScenario.rsu[2].appl,L0_auth_rejections,0
C_2fail,1,GridScenario.rsu[2].appl,L1B_max_drift_observed,21.6
C_2fail,1,GridScenario.rsu[2].appl,L1B_avg_drift_observed,5.0417065486161
C_2fail,1,GridScenario.rsu[2].appl,L1B_drift_rejections,0
C_2fail,1,GridScenario.rsu[2].appl,L1C_max_xcheck_gap,3
C_2fail,1,GridScenario.rsu[2].appl,L1C_avg_xcheck_gap,0.305
C_2fail,1,GridScenario.rsu[2].appl,L1C_xcheck_rejections,0
C_2fail,1,GridScenario.rsu[2].appl,L4_dest_from_v2x,376
C_2fail,1,GridScenario.rsu[2].appl,L4_dest_inside_skipped,223
C_2fail,1,GridScenario.rsu[2].appl,L4_dest_fallback,120
C_2fail,1,GridScenario.rsu[2].appl,GT_waiting_seconds,8481
C_2fail,1,GridScenario.rsu[2].appl,REAL_wait_seconds,91859
C_2fail,1,GridScenario.rsu[2].appl,REAL_distance,6765721.6014132
C_2fail,1,GridScenario.rsu[2].appl,L1A_total_measurements,200
C_2fail,1,GridScenario.rsu[2].appl,L1A_max_queue,100
C_2fail,1,GridScenario.rsu[2].appl,L1A_avg_queue_length,42.405
C_2fail,1,GridScenario.rsu[2].appl,L1A_avg_pressure,43.235
C_2fail,1,GridScenario.rsu[2].appl,L1B_valid_rate_percent,99.5
C_2fail,1,GridScenario.rsu[2].appl,VEH_total_waiting_seconds,8481
C_2fail,1,GridScenario.rsu[2].appl,L1B_byzantine_detections,1
C_2fail,1,GridScenario.rsu[2].appl,L2_decisions,200
C_2fail,1,GridScenario.rsu[2].appl,L2_avg_green_time,32.335
C_2fail,1,GridScenario.rsu[2].appl,L2_state_light,23
C_2fail,1,GridScenario.rsu[2].appl,L2_state_moderate,28
C_2fail,1,GridScenario.rsu[2].appl,L2_state_heavy,14
C_2fail,1,GridScenario.rsu[2].appl,L2_state_congested,135
C_2fail,1,GridScenario.rsu[2].appl,L3_voting_rounds,200
C_2fail,1,GridScenario.rsu[2].appl,L2_light_actuations,15
C_2fail,1,GridScenario.rsu[2].appl,L3_votes_collected,384
C_2fail,1,GridScenario.rsu[2].appl,L3_avg_voted_green,36.885
C_2fail,1,GridScenario.rsu[2].appl,L4_reroute_commands_sent,273
C_2fail,1,GridScenario.rsu[2].appl,L4_vehicles_rerouted,273
C_2fail,1,GridScenario.rsu[2].appl,L4_greedy_evaluations,454
C_2fail,1,GridScenario.rsu[2].appl,L4_actuations,12515
C_2fail,1,GridScenario.rsu[2].appl,L4_avg_greedy_score,9.355224709039
C_2fail,1,GridScenario.rsu[2].appl,L4_candidates_used,2
C_2fail,1,GridScenario.rsu[2].appl,L4_distribution_max_share,0.67765567765568
C_2fail,1,GridScenario.rsu[2].appl,L6_quality_level,60
C_2fail,1,GridScenario.rsu[2].appl,L6_degradation_activations,2
C_2fail,1,GridScenario.rsu[2].appl,L6_speed_guidance_kmh,70
C_2fail,1,GridScenario.rsu[2].appl,L6_coordination_mode,0
C_2fail,1,GridScenario.rsu[2].appl,L5_i_am_failed,0
C_2fail,1,GridScenario.rsu[2].appl,L5_neighbors_tracked,3
C_2fail,1,GridScenario.rsu[2].appl,L5_failures_detected,2
C_2fail,1,GridScenario.rsu[2].appl,L5_false_alarm_recoveries,0
C_2fail,1,GridScenario.rsu[2].appl,L5_first_detection_time,63
C_2fail,1,GridScenario.rsu[2].appl,L5_pressure_spikes,11
C_2fail,1,GridScenario.rsu[2].appl,generatedWSMs,0
C_2fail,1,GridScenario.rsu[2].appl,receivedWSMs,0
C_2fail,1,GridScenario.rsu[2].appl,generatedBSMs,200
C_2fail,1,GridScenario.rsu[2].appl,receivedBSMs,35303
C_2fail,1,GridScenario.rsu[2].appl,generatedWSAs,0
C_2fail,1,GridScenario.rsu[2].appl,receivedWSAs,0
C_2fail,1,GridScenario.rsu[2].nic.phy80211p,busyTime,0.028078440000019
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,ReceivedUnicastPackets,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,ReceivedBroadcasts,35303
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,SentPackets,200
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,SentAcknowledgements,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,RetriesExceeded,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,SNIRLostPackets,18694
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,RXTXLostPackets,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,TotalLostPackets,18694
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,DroppedPacketsInMac,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,TooLittleTime,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,TimesIntoBackoff,200
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,SlotsBackoff,310
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,NumInternalContention,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,totalBusyTime,5.626704
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,retriesExceeded:count,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,sentAcks:count,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,sentPackets:count,200
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,collisions:count,0
C_2fail,1,GridScenario.rsu[2].nic.mac1609_4,channelBusy:timeavg,0.028133520000019
C_2fail,1,GridScenario.rsu[3].appl,L3_bias_avg_shift_seconds,4.73
C_2fail,1,GridScenario.rsu[3].appl,TIMING_avg_ms,4.225421855
C_2fail,1,GridScenario.rsu[3].appl,TIMING_max_ms,112.521958
C_2fail,1,GridScenario.rsu[3].appl,TIMING_min_ms,0.193666
C_2fail,1,GridScenario.rsu[3].appl,GT_network_waiting,24630
C_2fail,1,GridScenario.rsu[3].appl,L0_replay_rejections,0
C_2fail,1,GridScenario.rsu[3].appl,L0_auth_rejections,0
C_2fail,1,GridScenario.rsu[3].appl,L1B_max_drift_observed,16.1
C_2fail,1,GridScenario.rsu[3].appl,L1B_avg_drift_observed,4.534406157773
C_2fail,1,GridScenario.rsu[3].appl,L1B_drift_rejections,0
C_2fail,1,GridScenario.rsu[3].appl,L1C_max_xcheck_gap,0
C_2fail,1,GridScenario.rsu[3].appl,L1C_avg_xcheck_gap,0
C_2fail,1,GridScenario.rsu[3].appl,L1C_xcheck_rejections,0
C_2fail,1,GridScenario.rsu[3].appl,L4_dest_from_v2x,364
C_2fail,1,GridScenario.rsu[3].appl,L4_dest_inside_skipped,248
C_2fail,1,GridScenario.rsu[3].appl,L4_dest_fallback,132
C_2fail,1,GridScenario.rsu[3].appl,GT_waiting_seconds,9517
C_2fail,1,GridScenario.rsu[3].appl,REAL_wait_seconds,96454
C_2fail,1,GridScenario.rsu[3].appl,REAL_distance,6650231.208543
C_2fail,1,GridScenario.rsu[3].appl,L1A_total_measurements,200
C_2fail,1,GridScenario.rsu[3].appl,L1A_max_queue,99
C_2fail,1,GridScenario.rsu[3].appl,L1A_avg_queue_length,47.585
C_2fail,1,GridScenario.rsu[3].appl,L1A_avg_pressure,48.42
C_2fail,1,GridScenario.rsu[3].appl,L1B_valid_rate_percent,100
C_2fail,1,GridScenario.rsu[3].appl,VEH_total_waiting_seconds,9517
C_2fail,1,GridScenario.rsu[3].appl,L1B_byzantine_detections,0
C_2fail,1,GridScenario.rsu[3].appl,L2_decisions,200
C_2fail,1,GridScenario.rsu[3].appl,L2_avg_green_time,32.545
C_2fail,1,GridScenario.rsu[3].appl,L2_state_light,20
C_2fail,1,GridScenario.rsu[3].appl,L2_state_moderate,31
C_2fail,1,GridScenario.rsu[3].appl,L2_state_heavy,15
C_2fail,1,GridScenario.rsu[3].appl,L2_state_congested,134
C_2fail,1,GridScenario.rsu[3].appl,L3_voting_rounds,200
C_2fail,1,GridScenario.rsu[3].appl,L2_light_actuations,35
C_2fail,1,GridScenario.rsu[3].appl,L3_votes_collected,384
C_2fail,1,GridScenario.rsu[3].appl,L3_avg_voted_green,36.925
C_2fail,1,GridScenario.rsu[3].appl,L4_reroute_commands_sent,248
C_2fail,1,GridScenario.rsu[3].appl,L4_vehicles_rerouted,248
C_2fail,1,GridScenario.rsu[3].appl,L4_greedy_evaluations,408
C_2fail,1,GridScenario.rsu[3].appl,L4_actuations,11447
C_2fail,1,GridScenario.rsu[3].appl,L4_avg_greedy_score,9.3084746555198
C_2fail,1,GridScenario.rsu[3].appl,L4_candidates_used,2
C_2fail,1,GridScenario.rsu[3].appl,L4_distribution_max_share,0.67741935483871
C_2fail,1,GridScenario.rsu[3].appl,L6_quality_level,60
C_2fail,1,GridScenario.rsu[3].appl,L6_degradation_activations,2
C_2fail,1,GridScenario.rsu[3].appl,L6_speed_guidance_kmh,70
C_2fail,1,GridScenario.rsu[3].appl,L6_coordination_mode,0
C_2fail,1,GridScenario.rsu[3].appl,L5_i_am_failed,0
C_2fail,1,GridScenario.rsu[3].appl,L5_neighbors_tracked,3
C_2fail,1,GridScenario.rsu[3].appl,L5_failures_detected,2
C_2fail,1,GridScenario.rsu[3].appl,L5_false_alarm_recoveries,0
C_2fail,1,GridScenario.rsu[3].appl,L5_first_detection_time,63
C_2fail,1,GridScenario.rsu[3].appl,L5_pressure_spikes,19
C_2fail,1,GridScenario.rsu[3].appl,generatedWSMs,0
C_2fail,1,GridScenario.rsu[3].appl,receivedWSMs,0
C_2fail,1,GridScenario.rsu[3].appl,generatedBSMs,200
C_2fail,1,GridScenario.rsu[3].appl,receivedBSMs,35167
C_2fail,1,GridScenario.rsu[3].appl,generatedWSAs,0
C_2fail,1,GridScenario.rsu[3].appl,receivedWSAs,0
